id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
TOE-10-012,TOEIC Core,Restaurant,Word,Basic,special,,noun,nghĩa tiếng Việt của 'special' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,special document; special process; special requirement,The company reviewed the special before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'special' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-001,TOEIC Core,Eating Out,Word,Basic,appetizer,,noun,nghĩa tiếng Việt của 'appetizer' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,appetizer document; appetizer process; appetizer requirement,The company reviewed the appetizer before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'appetizer' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-002,TOEIC Core,Eating Out,Word,Basic,bill,,noun,nghĩa tiếng Việt của 'bill' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,bill document; bill process; bill requirement,The company reviewed the bill before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'bill' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-003,TOEIC Core,Eating Out,Word,Basic,chef,,noun,nghĩa tiếng Việt của 'chef' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,chef document; chef process; chef requirement,The company reviewed the chef before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'chef' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-004,TOEIC Core,Eating Out,Word,Basic,complaint,,noun,nghĩa tiếng Việt của 'complaint' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,complaint document; complaint process; complaint requirement,The company reviewed the complaint before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'complaint' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-005,TOEIC Core,Eating Out,Word,Basic,course,,noun,nghĩa tiếng Việt của 'course' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,course document; course process; course requirement,The company reviewed the course before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'course' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-006,TOEIC Core,Eating Out,Word,Basic,dessert,,noun,nghĩa tiếng Việt của 'dessert' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,dessert document; dessert process; dessert requirement,The company reviewed the dessert before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'dessert' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-007,TOEIC Core,Eating Out,Word,Basic,dine,,noun,nghĩa tiếng Việt của 'dine' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,dine document; dine process; dine requirement,The company reviewed the dine before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'dine' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-008,TOEIC Core,Eating Out,Word,Basic,meal,,noun,nghĩa tiếng Việt của 'meal' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,meal document; meal process; meal requirement,The company reviewed the meal before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'meal' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-009,TOEIC Core,Eating Out,Word,Basic,recommendation,,noun,nghĩa tiếng Việt của 'recommendation' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,recommendation document; recommendation process; recommendation requirement,The company reviewed the recommendation before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'recommendation' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-010,TOEIC Core,Eating Out,Word,Basic,request,,noun,nghĩa tiếng Việt của 'request' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,request document; request process; request requirement,The company reviewed the request before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'request' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-011,TOEIC Core,Eating Out,Word,Basic,satisfy,,noun,nghĩa tiếng Việt của 'satisfy' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,satisfy document; satisfy process; satisfy requirement,The company reviewed the satisfy before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'satisfy' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-10-012,TOEIC Core,Eating Out,Word,Basic,tip,,noun,nghĩa tiếng Việt của 'tip' trong chủ đề Eating Out,A TOEIC workplace term commonly used in eating out contexts.,,tip document; tip process; tip requirement,The company reviewed the tip before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'tip' in a short answer about eating out.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, eating-out",New
TOE-14-001,TOEIC Core,Ordering Lunch,Word,Basic,beverage,,noun,nghĩa tiếng Việt của 'beverage' trong chủ đề Ordering Lunch,A TOEIC workplace term commonly used in ordering lunch contexts.,,beverage document; beverage process; beverage requirement,The company reviewed the beverage before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'beverage' in a short answer about ordering lunch.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-lunch",New
